type,actor,n
Movie,Amrutha Naik,3
Movie,Amund Hellum Noraker,30
Movie,Amy Acker,2
Movie,Amy Adams,20
Movie,Amy Aitken,2
Movie,Amy Brenneman,3
Movie,Amy Carlson,2
Movie,Amy Cheng,3
Movie,Amy Ferguson,4
Movie,Amy Green,1
Movie,Amy Handley,3
Movie,Amy Hargreaves,7
Movie,Amy Hill,4
Movie,Amy Huberman,4
Movie,Amy Irving,5
Movie,Amy Jackson,3
Movie,Amy Johnston,1
Movie,Amy Landecker,18
Movie,Amy Manson,3
Movie,Amy Matysio,6
Movie,Amy Morton,3
Movie,Amy Parrish,2
Movie,Amy Poehler,11
Movie,Amy Robinson,3
Movie,Amy Sanders,2
Movie,Amy Schumer,2
Movie,Amy Sedaris,9
Movie,Amy Seimetz,3
Movie,Amy Siriya,4
Movie,Amy Smart,14
Movie,Amy Sturdivant,1
Movie,Amy Tan,2
Movie,Amy Tsang,2
Movie,Amy Winehouse,4
Movie,Amy Yip,3
Movie,Amyra Dastur,18
Movie,Amélia Bittencourt,3
Movie,An Seo Hyun,6
Movie,Ana Abad-Santos,2
Movie,Ana Begic,8
Movie,Ana Blanco de Córdova,2
Movie,Ana Caetano,3
Movie,Ana Capri,6
Movie,Ana Cecilia Natteri,2
Movie,Ana Cecília Costa,2
Movie,Ana Claudia Talancón,3
Movie,Ana Cristina Botero,2
Movie,Ana Gasteyer,1
Movie,Ana Golja,6
Movie,Ana Layevska,3
Movie,Ana López,3
Movie,Ana López Mercado,3
Movie,Ana María Ayala,2
Movie,Ana María Henríquez,6
Movie,Ana Ortiz,6
Movie,Ana Polvorosa,4
Movie,Ana Rujas,2
Movie,Ana Santos,3
Movie,Ana Scotney,6
Movie,Ana Sofía Durán,2
Movie,Ana Torrent,3
Movie,Ana Wagener,8
Movie,Ana de la Reguera,7
Movie,Anabela Teixeira,2
Movie,Anagha LK,3
Movie,Anahí de Cárdenas,2
Movie,Anaitha Nair,2
Movie,Anajosé Aldrete,5
Movie,Analeigh Tipton,10
Movie,Analú Prestes,2
Movie,Anand Abhyankar,6
Movie,Anand Balraj,3
Movie,Anand Deverakonda,3
Movie,Anand Goradia,2
Movie,Anand Ingale,3
Movie,Anand Ingle,3
Movie,Anand Kumar,2
Movie,Anand Sami,7
Movie,Anand Sampath,3
Movie,Anand Tiwari,5
Movie,Ananda Everingham,4
Movie,Anandhi,6
Movie,Anang Desai,8
Movie,Anangsha Biswas,3
Movie,Anant Jog,3
Movie,Anant Mahadevan,3
Movie,Anant Nag,5
Movie,Anant Raina,3
Movie,Anantharam Karthik,2
Movie,Ananya Bhat,3
Movie,Ananya Biswas,6
Movie,Ananya Chatterjee,3
Movie,Ananya Nagalla,3
Movie,Anarkali Marikar,2
Movie,Anastasia Baranova,3
Movie,Anastasia Maslova,3
Movie,Anders Baasmo Christiansen,39
Movie,Anders Danielsen Lie,18
Movie,Anders Holm,2
Movie,Anders Hove,2
Movie,Anders W. Berthelsen,2
Movie,Andi Matichak,3
Movie,Andie MacDowell,13
Movie,Andoni Agirregomezkorta,3
Movie,Andoni Gracia,12
Movie,Andra Fuller,4
Movie,Andre Braugher,3
Movie,Andre Garcia,3
Movie,Andre Hyland,2
Movie,Andre Jacobs,1
Movie,Andre Royo,5
Movie,Andre Squire,2
Movie,Andrea Avery,4
Movie,Andrea Beltrão,2
Movie,Andrea Brooks,4
Movie,Andrea Carvajal,2
Movie,Andrea De Oliveira,3
Movie,Andrea Deck,9
Movie,Andrea Del Rosario,2
Movie,Andrea Falzone,18
Movie,Andrea Frigerio,33
Movie,Andrea Germani,3
Movie,Andrea Grano,4
Movie,Andrea Jeremiah,6
Movie,Andrea Libman,24
Movie,Andrea Lynn Green,1
Movie,Andrea Mandalis,3
Movie,Andrea Martin,5
Movie,Andrea Navedo,2
Movie,Andrea Osvárt,6
Movie,Andrea Quattrocchi,8
Movie,Andrea Riseborough,9
Movie,Andrea Ros,7
Movie,Andrea Roth,11
Movie,Andrea Runge,1
Movie,Andrea Savage,1
Movie,Andrea Stefancikova,3
Movie,Andrea Sutton,3
Movie,Andrea Tariang,2
Movie,Andrea Tenuta,3
Movie,Andrea-Marie Alphonse,2
Movie,Andreas Apergis,6
Movie,Andreas Döhler,2
Movie,Andree Bernard,9
Movie,Andree Vermeulen,7
Movie,Andreea Vasile,9
Movie,Andrei Indreies,6
Movie,Andrene Ward-Hammond,2
Movie,Andreuw Parinussa,2
Movie,Andrew Airlie,9
Movie,Andrew Astor,6
Movie,Andrew Bachelor,11
Movie,Andrew Bowen,20
Movie,Andrew Brooke,4
Movie,Andrew Buchan,2
Movie,Andrew Buckland,3
Movie,Andrew Coghlan,1
Movie,Andrew Collins,2
Movie,Andrew Crawford,3
Movie,Andrew Creer,6
Movie,Andrew Daly,6
Movie,Andrew Dice Clay,3
Movie,Andrew Divoff,1
Movie,Andrew Duncan,2
Movie,Andrew Fiscella,1
Movie,Andrew Garfield,8
Movie,Andrew Gillies,2
Movie,Andrew Gorman,9
Movie,Andrew Grainger,6
Movie,Andrew Hawley,8
Movie,Andrew Hefler,2
Movie,Andrew Herr,2
Movie,Andrew Howard,5
Movie,Andrew J. West,2
Movie,Andrew Kishino,1
Movie,Andrew Koji,2
Movie,Andrew Lawrence,4
Movie,Andrew Lin,6
Movie,Andrew Lloyd Webber,1
Movie,Andrew Lua,3
Movie,Andrew M. Gray,3
Movie,Andrew McCarthy,1
Movie,Andrew McNee,2
Movie,Andrew Neethling,2
Movie,Andrew Pifko,3
Movie,Andrew Robertt,6
Movie,Andrew Sachs,1
Movie,Andrew Scott,7
Movie,Andrew Shaifer,1
Movie,Andrew Shaver,2
Movie,Andrew Shue,4
Movie,Andrew Steel,2
Movie,Andrew Tiernan,3
Movie,Andrew Toth,18
Movie,Andrew W. Walker,3
Movie,Andrew Whipp,2
Movie,Andrew Wilson,4
Movie,Andromeda Godfrey,2
Movie,Andryan Bima,2
Movie,Andrzej Dobosz,3
Movie,Andrzej Mellin,6
Movie,Andrzej Mrowiec,3
Movie,Andrzej Seweryn,2
Movie,Andrzej Łapicki,3
Movie,André Bharti,2
Movie,André Dussollier,6
Movie,André Eriksen,2
Movie,André Gonçalves,3
Movie,André Holland,6
Movie,André Leon Talley,2
Movie,André Wilms,9
Movie,Andrés Almeida,12
Movie,Andrés Gertrúdix,9
Movie,Andrés Herrera,8
Movie,Andrés Iniesta,3
Movie,Andrés Parra,6
Movie,Andrés Rillón,2
Movie,Andrés Salas,8
Movie,Andy Buckley,4
Movie,Andy Burrows,4
Movie,Andy Calderwood,2
Movie,Andy Dick,4
Movie,Andy Favreau,2
Movie,Andy Garcia,10
Movie,Andy Gibbins,3
Movie,Andy Hull,12
Movie,Andy Lau,23
Movie,Andy Liang,4
Movie,Andy Lucas,7
Movie,Andy Mackenzie,2
Movie,Andy McAvin,72
Movie,Andy McPhee,6
Movie,Andy Milder,2
Movie,Andy Milonakis,1
Movie,Andy Nyman,14
Movie,Andy Richter,10
Movie,Andy Samberg,11
Movie,Andy Serkis,27
Movie,Andy Whitfield,2
Movie,Aneesh Menon,6
Movie,Aneeta,3
Movie,Aneurin Barnard,1
Movie,Angad Bedi,11
Movie,Angad Mhaskar,2
Movie,Angel David,3
Movie,Angel Locsin,9
Movie,Angel Luis Rivera Jr.,1
Movie,Angela Bartys,1
Movie,Angela Bassett,9
Movie,Angela Bettis,2
Movie,Angela Ekeleme,3
Movie,Angela Galuppo,20
Movie,Angela Kinsey,4
Movie,Angela Lansbury,16
Movie,Angela Mao,4
Movie,Angela Sarafyan,2
Movie,Angela Trimbur,14
Movie,Angela Vint,6
Movie,Angela Winkler,6
Movie,Angela Woods,2
Movie,Angelababy,3
Movie,Angeles Woo,4
Movie,Angelic Zambrana,4
Movie,Angelica C. Ferro,6
Movie,Angelica Panganiban,8
Movie,Angelina Jolie,10
Movie,Angeline Quinto,3
Movie,Angeline Yap,2
Movie,Angelique Cabral,6
Movie,Angellie Saño,2
Movie,Angelo Tijssens,6
Movie,Angelu De Leon,2
Movie,Anggika Bolsterli,3
Movie,Angie Cepeda,3
Movie,Angie Dickinson,3
Movie,Angie Everhart,3
Movie,Angira Dhar,3
Movie,Anglie Leung,3
Movie,Angus MacInnes,1
Movie,Angus Macfadyen,5
Movie,Angus Sampson,10
Movie,Angus T. Jones,4
Movie,Angus Wright,4
Movie,Angélica Aragón,9
Movie,Angélica María,3
Movie,Angélique Kidjo,3
Movie,Anika Noni Rose,6
Movie,Aniket Vishwasrao,3
Movie,Anikie Maguire,3
Movie,Anil Dhawan,9
Movie,Anil Gawas,2
Movie,Anil George,3
Movie,Anil Kapoor,50
Movie,Anil Mange,3
Movie,Anil Nedumangad,2
Movie,Anil Rastogi,3
Movie,Anima Misa,6
Movie,Anindya Bandopadhyay,3
Movie,Anindya Banerjee,4
Movie,Anirban Bhattacharya,3
Movie,Aniruddha Dave,7
Movie,Anirudh Agarwal,3
Movie,Anirudh Tanwar,3
Movie,Anisa Butt,3
Movie,Anisa George,2
Movie,Anisa Nyell Johnson,2
Movie,Anish Kuruvilla,18
Movie,Anish Trivedi,3
Movie,Anisha Ambrose,5
Movie,Anisha Victor,3
Movie,Anita Date,3
Movie,Anita Devgan,17
Movie,Anita Hara,2
Movie,Anita Kailey,3
Movie,Anita Kanwar,3
Movie,Anita Kravos,9
Movie,Anita Linda,3
Movie,Anita Lukmance,3
Movie,Anita Meet,5
Movie,Anita Mui,9
Movie,Anita Shabdeesh,3
Movie,Anita Shabdish,3
Movie,Anita Wall,3
Movie,Anita Yuen,2
Movie,Aniu,3
Movie,Anjali,9
Movie,Anjali Abrol,3
Movie,Anjali Jathar,3
Movie,Anjali Nair,3
Movie,Anjali Patil,14
Movie,Anjan Dutt,2
Movie,Anjan Srivastav,18
Movie,Anjana Mumtaz,18
Movie,Anjana Sukhani,6
Movie,Anjelah Johnson-Reyes,1
Movie,Anjelica Huston,7
Movie,Anjelika Washington,3
Movie,Anjori Alagh,3
Movie,Anju Kurian,3
Movie,Anju Mahendru,3
Movie,Anjul Nigam,3
Movie,Anjum Batra,3
Movie,Anjum Rajabali,3
Movie,Ankit Raaj,3
Movie,Ankur Vikal,9
Movie,Ankush Chaudhari,13
Movie,Ankush Choudhary,3
Movie,Ankush Dubey,2
Movie,Anmol Limbu,6
Movie,Ann Doran,2
Movie,Ann Druyan,2
Movie,Ann Magnuson,1
Movie,Ann Nelson,1
Movie,Ann Pirvu,1
Movie,Ann-Margret,5
Movie,Anna Akana,5
Movie,Anna Baryshnikov,8
Movie,Anna Camp,2
Movie,Anna Castillo,6
Movie,Anna Cathcart,3
Movie,Anna Chancellor,6
Movie,Anna Chlumsky,3
Movie,Anna Cummer,2
Movie,Anna Deavere Smith,2
Movie,Anna Demetriou,2
Movie,Anna Diop,2
Movie,Anna Faris,24
Movie,Anna Fialová,4
Movie,Anna Friel,11
Movie,Anna Galvin,4
Movie,Anna Gras,3
Movie,Anna Gunndís Guðmundsdóttir,2
Movie,Anna Jullienne,2
Movie,Anna Katarina,1
Movie,Anna Kendrick,25
Movie,Anna Levine,3
Movie,Anna Lise Phillips,8
Movie,Anna Luna,3
Movie,Anna Margaret Hollyman,3
Movie,Anna Maria Barbera,2
Movie,Anna Mouglalis,9
Movie,Anna Paquin,4
Movie,Anna Pniowsky,2
Movie,Anna Prochniak,7
Movie,Anna Quayle,6
Movie,Anna Raadsveld,2
Movie,Anna Shaffer,1
Movie,Anna Torv,2
Movie,Anna Vocino,12
Movie,Anna Wintour,2
Movie,AnnaLynne McCord,8
Movie,AnnaSophia Robb,5
Movie,Annabel Armour,1
Movie,Annabelle Attanasio,1
Movie,Annabelle Dexter-Jones,2
Movie,Annabelle Gurwitch,3
Movie,Annabelle Wallis,24
Movie,Annabeth Gish,5
Movie,Annadurai Kannadasan,3
Movie,Annaleigh Ashford,3
Movie,Annalise Basso,2
Movie,Anne Archer,1
Movie,Anne Bancroft,4
Movie,Anne Collette,3
Movie,Anne Curtis,7
Movie,Anne Dudek,3
Movie,Anne Francis,3
Movie,Anne Hathaway,12
Movie,Anne Heche,7
Movie,Anne Le Ny,6
Movie,Anne Leighton,2
Movie,Anne Loiret,9
Movie,Anne Pitoniak,12
Movie,Anne Reid,7
Movie,Anne Suzuki,8
Movie,Anne Waldman,2
Movie,Anne Watanabe,1
Movie,Anne Whitfield,3
Movie,Anne Winters,1
Movie,Anne-Marie Duff,10
Movie,Anne-Marie Johnson,3
Movie,Anne-Solenne Hatte,9
Movie,Anneke Kim Sarnau,3
Movie,Annette Bening,11
Movie,Annette Edoarda,2
Movie,Annette Frier,3
Movie,Annette Funicello,2
Movie,Annie Buckley,6
Movie,Annie Cavalero,3
Movie,Annie Jacob,1
Movie,Annie Parisse,4
Movie,Annie Potts,2
Movie,Annie Q.,3
Movie,Annie Wood,4
Movie,Annisa Rawles,3
Movie,Annu Kapoor,17
Movie,Anoop Aravindan,2
Movie,Anoop Menon,4
Movie,Ansel Elgort,3
Movie,Anshikaa Shrivastava,3
Movie,Anshu Sawhney,3
Movie,Anshuman Jha,36
Movie,Ansiba,3
Movie,Anson Bagley,2
Movie,Anson Mount,8
Movie,Anson Paul,5
Movie,Antara Mali,6
Movie,Anthony A. Flamminio,6
Movie,Anthony Alabi,1
Movie,Anthony Anderson,19
Movie,Anthony Andrews,6
Movie,Anthony Barille,2
Movie,Anthony Batarse,2
Movie,Anthony Bolognese,8
Movie,Anthony Bourdain,2
Movie,Anthony Burrows,2
Movie,Anthony Daniels,7
Movie,Anthony Edwards,3
Movie,Anthony Forrest,1
Movie,Anthony Gonzalez,2
Movie,Anthony Hayes,12
Movie,Anthony Head,4
Movie,Anthony Higgins,3
Movie,Anthony Hopkins,41
Movie,Anthony Jensen,1
Movie,Anthony Jeselnik,6
Movie,Anthony Johnson,1
Movie,Anthony Kelly,2
Movie,Anthony LaPaglia,7
Movie,Anthony Laciura,2
Movie,Anthony Lister,2
Movie,Anthony Logerfo,2
Movie,Anthony Ma,2
Movie,Anthony Mackie,8
Movie,Anthony Michael Hall,6
Movie,Anthony Murphy,2
Movie,Anthony Padilla,3
Movie,Anthony Quintal,2
Movie,Anthony R. Jones,1
Movie,Anthony Ramos,2
Movie,Anthony Sherwood,3
Movie,Anthony Skordi,20
Movie,Anthony Vaathiyaar,3
Movie,Anthony Welsh,3
Movie,Anthony Wong Chau-Sang,25
Movie,Antoine Duléry,6
Movie,Antoine Fuqua,1
Movie,Antoine Monot Jr.,2
Movie,Antoine Rodriguez,6
Movie,Anton Gillis-Adelman,3
Movie,Anton Lesser,4
Movie,Anton Peeples,1
Movie,Anton Shagin,6
Movie,Anton Yelchin,28
Movie,Antonella Costa,6
Movie,Antonello Fassari,6
Movie,Antoni Porowski,1
Movie,Antonia Campbell-Hughes,3
Movie,Antonia Ribero,12
Movie,Antonia Thomas,2
Movie,Antonia Zegers,11
Movie,Antonio Aakeel,3
Movie,Antonio Alvarez,12
Movie,Antonio Banderas,43
Movie,Antonio Bell,1
Movie,Antonio Dechent,4
Movie,Antonio Durán 'Morris',2
Movie,Antonio Fargas,12
Movie,Antonio Gasalla,3
Movie,Antonio Marziale,3
Movie,Antonio Mourelos,2
Movie,Antonio Pedro Tabet,2
Movie,Antonio Resines,2
Movie,Antonio Sanint,2
Movie,Antonio Tabet,4
Movie,Antonio Valero,3
Movie,Antonio de la Torre,14
Movie,Antonique Smith,1
Movie,Antony,3
Movie,Antony Del Rio,2
Movie,Antony Varghese,3
Movie,Antti Reini,10
Movie,Antwon Tanner,4
Movie,Anu Sithara,2
Movie,Anubrata Basu,3
Movie,Anuj Choudhry,9
Movie,Anuj Sachdeva,3
Movie,Anuja Sathe,2
Movie,Anula Navlekar,3
Movie,Anumegha Banerjee,3
Movie,Anup Soni,6
Movie,Anupam Kher,90
Movie,Anupam Shyam,5
Movie,Anupama Kumar,2
Movie,Anuradha Patel,3
Movie,Anurag Arora,9
Movie,Anuranjan Premji,2
Movie,Anusha Dhandekar,6
Movie,Anushka Manchanda,6
Movie,Anushka Sharma,14
Movie,Anushka Shetty,24
Movie,Anuskha Sharma,3
Movie,Anvil Laloo,2
Movie,Anwar Aljabri,6
Movie,Anwulika Alphonsus,3
Movie,Anya O'Connor,2
Movie,Anya Taylor-Joy,7
Movie,Aoi Morikawa,2
Movie,Aoi Yuki,5
Movie,Aomi Muyock,6
Movie,Aowyn Grace Peoples,2
Movie,Apapattra Meesang,3
Movie,Apaporn Nakornsawan,3
Movie,Aparajita Adhya,2
Movie,Aparna Bajpai,2
Movie,Aparna Balamurali,8
Movie,Aparna Sharma,6
Movie,Aparna Upadhyay,3
Movie,Aparshakti Khurana,12
Movie,Apichaya Thongkham,3
Movie,Apinya Sakuljaroensuk,3
Movie,Apisit Opasaimlikit,3
Movie,Apittha Khlaiudom,3
Movie,Apollonia Pratt,3
Movie,Apoorva Agnihotri,3
Movie,Apoorva Arora,3
Movie,Apoorva Jha,3
Movie,Apoorva Soma,2
Movie,April Billingsley,1
Movie,April Grace,2
Movie,April Scott,2
Movie,Aqi Singgih,2
Movie,Ara Mina,3
Movie,Arab Khalid,3
Movie,Araba Walton,3
Movie,Arabella Field,5
Movie,Araceli Dvoskin,3
Movie,Aradhana,3
Movie,Aradhana Srivastav,3
Movie,Arancha Martí,6
Movie,Arantza Ruiz,3
Movie,Arash Buana,2
Movie,Arash Marandi,12
Movie,Arash Mokhtar,1
Movie,Arav Chowdharry,2
Movie,Arbaaz Khan,18
Movie,Arbaz Shaikh,3
Movie,Arcelia Ramírez,11
Movie,Archan Trivedi,2
Movie,Archana Kotwal,3
Movie,Archana Padmini,2
Movie,Archana Puran Singh,6
Movie,Archie Alemania,2
Movie,Archie Panjabi,2
Movie,Archit Deodhar,5
Movie,Archit Krishna,2
Movie,Arci Muñoz,3
Movie,Arda Taşarcan,2
Movie,Ardal O'Hanlon,3
Movie,Arden Belle,1
Movie,Arfi Lamba,6
Movie,Ari Cohen,2
Movie,Ari Ozawa,12
Movie,Ari Sihasale,3
Movie,Aria Pandya,6
Movie,Ariadna Cabrol,3
Movie,Ariadna Gil,6
Movie,Ariana Richards,6
Movie,Ariane Labed,15
Movie,Ariclenes Barroso,2
Movie,Arie Untung,3
Movie,Arieh Worthalter,6
Movie,Ariel Goldenberg,3
Movie,Ariel Kavoussi,2
Movie,Ariel Levy,15
Movie,Ariel Rivera,2
Movie,Ariel Winter,4
Movie,Arielle Holmes,7
Movie,Arielle Kebbel,3
Movie,Arif Bahlim,3
Movie,Arif Zakaria,6
Movie,Arijit Dutt,3
Movie,Arinzé Kene,3
Movie,Ario Bayu,11
Movie,Arisara Thongborisut,13
Movie,Arié Elmaleh,7
Movie,Arja Lee,3
Movie,Arjan Bajwa,10
Movie,Arjo Atayde,2
Movie,Arjun,3
Movie,Arjun Chakrabarty,4
Movie,Arjun Gupta,7
Movie,Arjun Kapoor,9
Movie,Arjun Mathur,28
Movie,Arjun Rampal,29
Movie,Arjuna Bhalla,2
Movie,Arjunan,2
Movie,Arkadiusz Bazak,3
Movie,Arkadiusz Jakubik,2
Movie,Arkady Sharogradsky,2
Movie,Arkanda Saezario Wicaksono,3
Movie,Arkie Kandola,3
Movie,Arkie Reece,6
Movie,Arlen Escarpeta,1
Movie,Arlene Muchlach,3
Movie,Arlette Torres,2
Movie,Arliss Howard,6
Movie,Armaan Haggio,5
Movie,Arman Dewarti,2
Movie,Arman Saribekyan,30
Movie,Armand Assante,4
Movie,Armando Gutierrez,4
Movie,Armando Riesco,6
Movie,Armani Jackson,3
Movie,Armeena Rana Khan,3
Movie,Armen Weitzman,2
Movie,Armie Hammer,21
Movie,Armin Mueller-Stahl,1
Movie,Armistead Maupin,2
Movie,Arnali Das,3
Movie,Arnar Jónsson,12
Movie,Arnar Páll Harðarson,2
Movie,Arnel Taci,6
Movie,Arnold Pinnock,3
Movie,Arnold Reyes,8
Movie,Arnold Schwarzenegger,8
Movie,Arnulfo Reyes Sanchez,2
Movie,Arpana Choudhry,3
Movie,Arpit Chaudhary,3
Movie,Arpita Banerjee,2
Movie,Arron Villaflor,4
Movie,Arsenio Hall,2
Movie,Arsh Bajwa,3
Movie,Arshad Mahmud,3
Movie,Arshad Warsi,22
Movie,Arsher Ali,8
Movie,Arsinée Khanjian,2
Movie,Art Acuña,2
Movie,Art Hindle,6
Movie,Art Malik,5
Movie,Art Vasil,1
Movie,Artemis Pebdani,3
Movie,Artemiy Spiridonov,9
Movie,Arthur Brooks,1
Movie,Arthur Cartwright,3
Movie,Arthur Shawcross,1
Movie,Artiwara Kongmalai,3
Movie,Artur Barciś,2
Movie,Artur Beschastny,6
Movie,Artur Busquets,2
Movie,Arturo Carmona,3
Movie,Arturo Castro,7
Movie,Arturo Ríos,3
Movie,Arturo Valls,3
Movie,Aru Krishansh Verma,6
Movie,Aruldass,3
Movie,Arun Bali,9
Movie,Arun Chidambaram,3
Movie,Arun Joglekar,3
Movie,Arun Kumar,2
Movie,Arun Mukherjee,6
Movie,Arun Mukhopadhyay,2
Movie,Arun Nalawade,3
Movie,Arun Vijay,2
Movie,Aruna Irani,9
Movie,Aruna Shields,2
Movie,Arunima Ghosh,6
Movie,Arunima Sinha,3
Movie,Arunoday Singh,6
Movie,Arvind Deshpande,3
Movie,Arvind Goswami,3
Movie,Arvind Swamy,3
Movie,Arvinder Bhatti,2
Movie,Arwa Gouda,2
Movie,Arya,6
Movie,Arya Babbar,25
Movie,Arya Banerjee,3
Movie,Aryan Preet,3
Movie,Arzetti Bilbina,3
Movie,Asa Butterfield,12
Movie,Asahi Uchida,4
Movie,Asal Deen,2
Movie,Asami Sanada,1
Movie,Asante Jones,2
Movie,Ash Chandler,2
Movie,Ash Lendzion,6
Movie,Ash Stymest,6
Movie,Asha Bhende,3
Movie,Asha Bromfield,6
Movie,Asha Kenyeri Bermudez,6
Movie,Asha Parekh,3
Movie,Asha Sachdev,3
Movie,Asha Sarath,2
Movie,Ashalata Wabgaonkar,6
Movie,Ashanth K. Shah,2
Movie,Ashanti,4
Movie,Asheesh Kapur,3
Movie,Ashiqa Salvan,4
Movie,Ashish Duggal,11
Movie,Ashish Kakkad,3
Movie,Ashish Verma,6
Movie,Ashish Vidyarthi,11
Movie,Ashlee Brian,3
Movie,Ashleigh Aston Moore,1
Movie,Ashleigh Ball,26
Movie,Ashleigh Morghan,2
Movie,Ashleigh Murray,3
Movie,Ashleigh Ross,2
Movie,Ashley Argota,2
Movie,Ashley Bell,6
Movie,Ashley Benson,6
Movie,Ashley Boettcher,2
Movie,Ashley Chin,13
Movie,Ashley Greene,22
Movie,Ashley Holliday Tavares,1
Movie,Ashley Jackson,3
Movie,Ashley Jensen,19
Movie,Ashley Judd,7
Movie,Ashley Laracey,2
Movie,Ashley Liao,2
Movie,Ashley McGuire,4
Movie,Ashley Olsen,4
Movie,Ashley Palmer,2
Movie,Ashley Pereira,2
Movie,Ashley Rickards,1
Movie,Ashley Rogan,1
Movie,Ashley Scott,1
Movie,Ashley Spillers,3
Movie,Ashlie Atkinson,3
Movie,Ashlyn Drummond,1
Movie,Ashlyn Pearce,2
Movie,Ashok Banthia,6
Movie,Ashok Kumar,3
Movie,Ashok Pandit,3
Movie,Ashok Pathak,3
Movie,Ashok Samarth,2
Movie,Ashok Saraf,9
Movie,Ashok Selvan,2
Movie,Ashok Shinde,3
Movie,Ashraf Abdel Baqi,2
Movie,Ashraf Hamdy,9
Movie,Ashraf Nagoo,3
Movie,Ashraf Zaki,2
Movie,Ashrut Jain,3
Movie,Ashton Holmes,3
Movie,Ashton Kutcher,4
Movie,Ashton Moio,2
Movie,Ashton Sanders,3
Movie,Ashutosh Gaikwad,3
Movie,Ashutosh Gowariker,2
Movie,Ashutosh Kaushik,3
Movie,Ashutosh Rana,7
Movie,Ashwanth Ashok Kumar,3
Movie,Ashwath Bhatt,9
Movie,Ashwin Chitale,6
Movie,Ashwin Kaushal,9
Movie,Ashwin Mushran,7
Movie,Ashwin Shukla,3
Movie,Ashwini Apte,3
Movie,Ashwini Bhave,3
Movie,Ashwini Giri,6
Movie,Ashwini Kalsekar,5
Movie,Asia Argento,2
Movie,Asia Ortega,9
Movie,Asif Ali,5
Movie,Asif Basra,5
Movie,Asif Khan,9
Movie,Asin,3
Movie,Asit Kumar Sen,6
Movie,Askar Ameer,3
Movie,Aslam Abad,2
Movie,Aslı Bekiroğlu,2
Movie,Asma Abbas,3
Movie,Asmaa Lazrak,6
Movie,Asmara Abigail,2
Movie,Asrani,43
Movie,Asri Bendacha,6
Movie,Asri Handayani,2
Movie,Asser Yassin,6
Movie,Assumpta Serna,2
Movie,Assunta de Rossi,3
Movie,Astrid Hadad,3
Movie,Astro,5
Movie,Asuman Dabak,3
Movie,Aswathy Lal,3
Movie,Ata Demirer,17
Movie,Atanas Srebrev,6
Movie,Atharva Karve,2
Movie,Atharva Upasni,2
Movie,Atheena Frizzell,2
Movie,Athipich Chutiwatkajornchai,2
Movie,Athiya Shetty,3
Movie,Athulya,3
Movie,Atilia Boschetti,2
Movie,Atmaram Bhende,3
Movie,Ato Essandoh,2
Movie,Atticus Mitchell,2
Movie,Atul Kale,3
Movie,Atul Kulkarni,27
Movie,Atul Kumar,5
Movie,Atul Mahale,6
Movie,Atul Mongia,3
Movie,Atul Srivastava,12
Movie,Au Cheuk-Man,2
Movie,Aubrey Peeples,1
Movie,Aubrey Plaza,21
Movie,Audrey Bonnet,12
Movie,Audrey Grace Marshall,2
Movie,Audrey Tautou,6
Movie,Audrey Wasilewski,12
Movie,Audrie Neenan,2
Movie,Audrina Patridge,2
Movie,Audu Paden,14
Movie,Aufa Assagaf,3
Movie,Augie Duke,1
Movie,August Diehl,9
Movie,August Schellenberg,9
Movie,August Wittgenstein,3
Movie,August Zirner,15
Movie,Augustin Valery,3
Movie,Augustine Frizzell,2
Movie,Augusto Madeira,2
Movie,Augusto Schuster,9
Movie,Aura Garrido,8
Movie,Aurelie Claudel,4
Movie,Auritra Ghosh,2
Movie,Aurora Heimbach,4
Movie,Aurora Yahya,3
Movie,Aurore Clément,6
Movie,Aurélie Eliam,3
Movie,Aurélie Moeremans,2
Movie,Aurélien Cotentin,6
Movie,Aurélien Recoing,9
Movie,Austin Amelio,1
Movie,Austin Butler,3
Movie,Austin Fryberger,3
Movie,Austin Highsmith,2
Movie,Austin McKenzie,3
Movie,Austin Ramsey,2
Movie,Austin Stowell,2
Movie,Autumn Federici,6
Movie,Ava Acres,19
Movie,Ava Briglia,2
Movie,Ava DuVernay,1
Movie,Ava Hughes,1
Movie,Ava Michelle,3
Movie,Avan Jogia,11
Movie,Avani Modi,2
Movie,Avery Arendes,2
Movie,Avery Brooks,1
Movie,Avery Whitted,2
Movie,Avi Nash,1
Movie,Avicii,6
Movie,Avii,2
Movie,Avijit Dutt,3
Movie,Avika Gor,6
Movie,Avin Manshadi,12
Movie,Avinash Tiwary,15
Movie,Aviva Baumann,2
Movie,Avraham Aviv Alush,3
Movie,Avrinder Kaur,2
Movie,Avtar Gill,12
Movie,Avy Randhawa,3
Movie,Awaovieyi Agie,2
Movie,Awie,3
Movie,Awkwafina,7
Movie,Awra Briguela,3
Movie,Axel Werner,2
Movie,Axle McCoy,1
Movie,Aya Cash,2
Movie,Aya Hirano,3
Movie,Aya Suzaki,3
Movie,Ayana Taketatsu,1
Movie,Ayaz Khan,9
Movie,Ayaz Samoo,6
Movie,Ayberk Attila,2
Movie,Aybike Turan,2
Movie,Aycan Koptur,2
Movie,Ayda Aksel,6
Movie,Aydan Taş,2
Movie,Ayelet Zurer,7
Movie,Ayesha,3
Movie,Ayesha Jhulka,6
Movie,Ayesha Khan,2
Movie,Ayesha Raza Mishra,3
Movie,Ayesha Singh,3
Movie,Ayesha Takia,3
Movie,Ayhan Taş,2
